2025-03-10 17:16:34,686 - WARNING - {"ip": "127.0.0.1", "timestamp": "2025-03-10T17:16:34.686324", "user": "anonymous", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://operator-netscape-identical-entertaining.trycloudflare.com/login", "location": "error: The address 127.0.0.1 is not in the database.", "event_type": "login_attempt", "details": {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-10T17:16:34.686287"}}
2025-03-10 17:16:35,024 - WARNING - {"ip": "127.0.0.1", "timestamp": "2025-03-10T17:16:35.024528", "user": "anonymous", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://operator-netscape-identical-entertaining.trycloudflare.com/login", "location": "error: The address 127.0.0.1 is not in the database.", "event_type": "login_success", "details": {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}}
2025-03-10 17:24:13,303 - WARNING - {"ip": "127.0.0.1", "timestamp": "2025-03-10T17:24:13.303417", "user": "admin", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://operator-netscape-identical-entertaining.trycloudflare.com/login", "location": "error: The address 127.0.0.1 is not in the database.", "event_type": "login_attempt", "details": {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-10T17:24:13.303382"}}
2025-03-10 17:24:13,990 - WARNING - {"ip": "127.0.0.1", "timestamp": "2025-03-10T17:24:13.990621", "user": "admin", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://operator-netscape-identical-entertaining.trycloudflare.com/login", "location": "error: The address 127.0.0.1 is not in the database.", "event_type": "login_success", "details": {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}}
2025-03-10 17:26:30,198 - WARNING - {"ip": "192.168.8.192", "timestamp": "2025-03-10T17:26:30.198072", "user": "anonymous", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://rebate-apollo-ruth-proof.trycloudflare.com/login", "location": "error: The address 192.168.8.192 is not in the database.", "event_type": "login_attempt", "details": {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-10T17:26:30.198034"}}
2025-03-10 17:26:30,500 - WARNING - {"ip": "192.168.8.192", "timestamp": "2025-03-10T17:26:30.500366", "user": "anonymous", "department": "none", "device": {"type": "Other", "is_mobile": false, "is_tablet": false, "is_bot": false}, "browser": {"family": "Chrome", "version": "133"}, "os": {"family": "Windows", "version": "10"}, "method": "POST", "path": "/login", "referrer": "https://rebate-apollo-ruth-proof.trycloudflare.com/login", "location": "error: The address 192.168.8.192 is not in the database.", "event_type": "login_success", "details": {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}}
2025-03-10 17:40:25,104 - WARNING - EVENT: login_attempt | IP: 2402:4000:2390:816b:9452:793c:996c:174a | Country: LK | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 133.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-10T17:40:25.104556"}
2025-03-10 17:40:25,469 - WARNING - EVENT: login_success | IP: 2402:4000:2390:816b:9452:793c:996c:174a | Country: LK | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 133.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-19 12:52:06,672 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-19 13:07:40,807 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-19T13:07:40.806941"}
2025-03-19 13:07:41,236 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-19 13:18:41,109 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-19T13:18:41.109275"}
2025-03-19 13:18:41,439 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-19 13:35:03,842 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-19T13:35:03.842665"}
2025-03-19 13:35:04,303 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-19 13:47:23,263 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-19T13:47:23.257681"}
2025-03-19 13:47:23,572 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-19 14:06:34,433 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-19T14:06:34.432924"}
2025-03-19 14:06:34,888 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-19 14:35:39,112 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-19T14:35:39.111877"}
2025-03-19 14:35:39,557 - WARNING - EVENT: login_failed | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "reason": "Invalid password", "ip": "127.0.0.1"}
2025-03-19 14:35:42,577 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-19T14:35:42.577622"}
2025-03-19 14:35:42,981 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-19 14:47:18,243 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-19T14:47:18.243578"}
2025-03-19 14:47:18,531 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-21 12:07:58,633 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-21T12:07:58.633755"}
2025-03-21 12:07:58,994 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-21 12:16:18,048 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-21T12:16:18.048455"}
2025-03-21 12:16:18,512 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-22 02:08:38,291 - WARNING - EVENT: login_attempt | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "127.0.0.1", "timestamp": "2025-03-22T02:08:38.291356"}
2025-03-22 02:08:38,987 - WARNING - EVENT: login_success | IP: 127.0.0.1 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-22 02:22:11,299 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-22T02:22:11.299066"}
2025-03-22 02:22:11,777 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-22 02:29:46,453 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-22T02:29:46.453261"}
2025-03-22 02:29:46,769 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-22 02:40:45,536 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-22T02:40:45.536756"}
2025-03-22 02:40:45,789 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-22 02:43:28,960 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-22T02:43:28.960312"}
2025-03-22 02:43:29,274 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-22 15:31:53,372 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-22T15:31:53.371946"}
2025-03-22 15:31:53,639 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-22 15:36:16,102 - WARNING - EVENT: file_secure_deletion | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: admin (HOLA) | POST /erase_file/af8fc6c1-faa3-4606-bde1-02d79382f353.enc | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"filename": "2.pdf", "department": "HOLA", "user": "admin", "method": "Gutmann (35 passes)"}
2025-03-22 20:42:50,381 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-22T20:42:50.381652"}
2025-03-22 20:42:52,178 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-23 19:26:51,492 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-23T19:26:51.491994"}
2025-03-23 19:26:51,810 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
2025-03-23 20:27:10,102 - WARNING - EVENT: login_attempt | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "ip": "192.168.8.192", "timestamp": "2025-03-23T20:27:10.102119"}
2025-03-23 20:27:11,548 - WARNING - EVENT: login_success | IP: 192.168.8.192 | Location: unknown, unknown (unknown) | Coords: unknown,unknown | ISP: unknown | User: anonymous (none) | POST /login | Browser: Chrome 134.0.0 | OS: Windows 10 | Details: {"username": "admin", "user_id": 1, "name": "Yvez", "is_admin": true}
